"claim.nr";"type";"hidden";"occ.date";"occ.year";"occ.year.fact";"occ.month";"rep.delay";"rep.date";"rep.year";"rep.year.fact";"rep.month";"settlement.date";"settlement.year";"open_obs1";"open_obs2";"open_obs3";"open_obs4";"open_obs5";"open_obs6";"open_obs7";"open_obs8";"open_obs9";"settlement_obs1";"settlement_obs2";"settlement_obs3";"settlement_obs4";"settlement_obs5";"settlement_obs6";"settlement_obs7";"settlement_obs8";"settlement_obs9";"size_obs1";"size_obs2";"size_obs3";"size_obs4";"size_obs5";"size_obs6";"size_obs7";"size_obs8";"size_obs9"
9718;"T1";"H";"2012-05-26";2012;"2012";"5";0.123203285420945;"2012-07-10";1;"1";"7";"2017-05-07";2017;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;182.223743899046;592.938226997994;1365.98946711931;403.399217219448;826.028565780046;0;0;0;0
9719;"T2";"L";"2016-03-02";2016;"2016";"3";0.167008898015058;"2016-05-02";5;"5";"5";"2018-06-07";2018;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;361.888321407946;1096.12510180294;39.4540847903435;0;0;0;0;0;0
9720;"T2";"M";"2013-12-29";2013;"2013";"12";0.194387405886379;"2014-03-10";3;"3";"3";"2015-10-01";2015;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;223.978695097847;0;0;0;0;0;0;0;0
9721;"T1";"M";"2014-09-26";2014;"2014";"9";0.0848733744010951;"2014-10-27";3;"3";"10";"2019-10-22";2019;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;172.081533744701;0;30.1307128830207;631.854866808929;730.442625947522;1036.17031871516;0;0;0
9722;"T1";"H";"2018-05-01";2018;"2018";"5";0.353182751540041;"2018-09-07";7;"7";"9";"2021-03-17";2021;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;168.886895356806;80.9618209610786;843.561103492313;0;0;0;0;0;0
9723;"T2";"M";"2012-05-27";2012;"2012";"5";0.191649555099247;"2012-08-05";1;"1";"8";"2015-09-02";2015;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;473.215496098407;532.69222761796;68.0441576329745;699.432600429623;0;0;0;0;0
9724;"T1";"M";"2019-12-17";2019;"2019";"12";0.229979466119097;"2020-03-10";9;"9";"3";"2020-11-25";2020;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;518.102158069314;0;0;0;0;0;0;0;0
9725;"T3";"L";"2014-07-26";2014;"2014";"7";0.618754277891855;"2015-03-09";4;"4";"3";"2018-08-28";2018;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;111.313586309144;0;0;277.988444383829;0;0;0;0;0
9726;"T1";"L";"2019-05-03";2019;"2019";"5";0.0492813141683778;"2019-05-21";8;"8";"5";"2024-08-13";2024;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1533.19015120303;68.6185457146498;0;1038.7445609245;936.581787285018;1266.16268134631;0;0;0
9727;"T1";"M";"2012-09-17";2012;"2012";"9";0.235455167693361;"2012-12-12";1;"1";"12";"2015-08-20";2015;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;28.5659618854762;228.880765983513;0;1625.87378394013;0;0;0;0;0
9728;"T2";"L";"2019-07-17";2019;"2019";"7";0.42984257357974;"2019-12-21";8;"8";"12";"2021-05-30";2021;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;510.770816697387;0;0;0;0;0;0;0
9729;"T2";"L";"2016-12-11";2016;"2016";"12";0.284736481861739;"2017-03-25";6;"6";"3";"2019-02-11";2019;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;91.1470239042021;225.317784560382;0;0;0;0;0;0;0
9730;"T3";"H";"2015-03-29";2015;"2015";"3";0.388774811772758;"2015-08-18";4;"4";"8";"2022-02-21";2022;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;49.9953053519284;0;77.6028347745443;157.748525152924;167.685024132536;3189.63885815179;1664.45287829685;0;0
9733;"T2";"M";"2014-12-04";2014;"2014";"12";0.424366872005476;"2015-05-08";4;"4";"5";"2020-09-25";2020;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;62.3334989791444;0;2366.85232177494;3779.88737616098;536.580870454428;1398.28503906862;0;0;0
9734;"T3";"H";"2016-10-20";2016;"2016";"10";0.459958932238193;"2017-04-06";6;"6";"4";"2018-01-20";2018;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;201.886836030074;0;0;0;0;0;0;0;0
9735;"T1";"M";"2014-02-25";2014;"2014";"2";0.407939767282683;"2014-07-24";3;"3";"7";"2017-03-10";2017;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;179.167962334957;2073.45986978079;414.286761670329;0;0;0;0;0;0
9737;"T1";"M";"2018-11-04";2018;"2018";"11";0.0711841204654346;"2018-11-30";7;"7";"11";"2019-10-25";2019;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;237.410353904694;0;0;0;0;0;0;0
9738;"T3";"M";"2014-12-02";2014;"2014";"12";0.328542094455852;"2015-04-01";4;"4";"4";"2018-06-23";2018;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;280.604006580305;74.0571755217279;0;0;0;0;0;0;0
9739;"T1";"L";"2013-03-10";2013;"2013";"3";0.0793976728268309;"2013-04-08";2;"2";"4";"2020-12-13";2020;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;2918.56415816494;1243.46964303882;489.925593240188;0;1282.71702998254;2976.03690872902;4411.36855972026;0;0
9740;"T1";"M";"2018-12-11";2018;"2018";"12";0.375085557837098;"2019-04-27";8;"8";"4";"2019-06-23";2019;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;88.7759652345279;0;0;0;0;0;0;0;0
9741;"T2";"M";"2013-06-15";2013;"2013";"6";0.446269678302533;"2013-11-25";2;"2";"11";"2015-07-17";2015;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1455.62308050628;0;411.200673630389;0;0;0;0;0;0
9742;"T2";"L";"2017-12-10";2017;"2017";"12";0.399726214921287;"2018-05-05";7;"7";"5";"2018-11-15";2018;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;293.470636527952;0;0;0;0;0;0;0;0
9743;"T1";"M";"2013-03-16";2013;"2013";"3";0.0985626283367557;"2013-04-21";2;"2";"4";"2014-09-09";2014;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;728.803502963282;74.0629398096418;0;0;0;0;0;0;0
9744;"T1";"M";"2016-03-05";2016;"2016";"3";0.0711841204654346;"2016-03-31";5;"5";"3";"2016-12-19";2016;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;364.348672623619;0;0;0;0;0;0;0;0
9745;"T1";"L";"2012-08-11";2012;"2012";"8";0.082135523613963;"2012-09-10";1;"1";"9";"2016-03-24";2016;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;319.006456092334;145.946620449915;144.00891570105;141.65280623725;0;0;0;0
9746;"T2";"M";"2012-07-23";2012;"2012";"7";0.49555099247091;"2013-01-20";2;"2";"1";"2015-07-04";2015;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;95.7397728565518;849.84551590786;0;0;0;0;0;0;0
9747;"T2";"L";"2020-04-10";2020;"2020";"4";0.0711841204654346;"2020-05-06";9;"9";"5";"2020-05-10";2020;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9748;"T3";"L";"2017-05-07";2017;"2017";"5";0.257357973990418;"2017-08-09";6;"6";"8";"2024-05-11";2024;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;562.86601329658;0;0;0;140.872402335655;725.091176411637;205.46936505978;0;0
9750;"T1";"M";"2011-11-18";2011;"2011";"11";0.479123887748118;"2012-05-11";1;"1";"5";"2012-05-12";2012;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9752;"T1";"M";"2016-09-06";2016;"2016";"9";0.0574948665297741;"2016-09-27";5;"5";"9";"2019-08-04";2019;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;31.7816964720849;373.6452994847;88.4109158182168;119.43345279582;0;0;0;0;0
9753;"T1";"L";"2016-11-04";2016;"2016";"11";0.142368240930869;"2016-12-26";5;"5";"12";"2021-11-18";2021;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1983.06430822352;0;8982.07052966747;5001.04968821058;2367.3404781408;0;0;0
9754;"T3";"L";"2018-07-15";2018;"2018";"7";0.484599589322382;"2019-01-08";8;"8";"1";"2024-11-27";2024;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;235.651473515222;70.0456820954167;1152.13031655754;829.413741154569;529.614149273514;0;0;0;0
9755;"T1";"H";"2014-04-01";2014;"2014";"4";0.276522929500342;"2014-07-11";3;"3";"7";"2018-11-05";2018;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;712.674200238311;2553.16921698234;1314.2287477121;294.775899978328;813.558790365223;0;0;0;0
9756;"T2";"M";"2015-03-20";2015;"2015";"3";0.851471594798084;"2016-01-25";5;"5";"1";"2018-10-04";2018;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;851.550747038799;1590.77018758472;0;0;0;0;0;0
9757;"T1";"M";"2015-09-26";2015;"2015";"9";0.0958247775496235;"2015-10-31";4;"4";"10";"2016-05-04";2016;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;178.588942279731;0;0;0;0;0;0;0
9758;"T2";"M";"2011-10-05";2011;"2011";"10";0.284736481861739;"2012-01-17";1;"1";"1";"2017-05-28";2017;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;213.895703101264;196.355191177535;539.858266353638;0;0;580.357137400868;0;0;0
9759;"T1";"H";"2020-08-28";2020;"2020";"8";0.240930869267625;"2020-11-24";9;"9";"11";"2029-03-12";2029;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;309.549189832989;81.1348703145512;1725.83737230105;402.897684424966;3030.2785034003;323.544524488431;3895.89622224499;679.029098537441;2730.86087167234
9760;"T2";"M";"2020-04-03";2020;"2020";"4";0.306639288158795;"2020-07-24";9;"9";"7";"2022-03-11";2022;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;581.296728427313;0;0;0;0;0;0;0
9761;"T1";"L";"2017-07-11";2017;"2017";"7";0.0219028062970568;"2017-07-19";6;"6";"7";"2019-05-11";2019;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;156.270616227576;761.582127533853;611.801968365272;0;0;0;0;0;0
9762;"T2";"L";"2012-01-05";2012;"2012";"1";0.0876112251882272;"2012-02-06";1;"1";"2";"2015-01-08";2015;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;874.287883112306;1267.6002497519;798.979661598173;0;0;0;0;0;0
9763;"T3";"L";"2019-11-12";2019;"2019";"11";0.342231348391513;"2020-03-16";9;"9";"3";"2031-11-05";2031;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;96.6286229108449;0;97.7803653412605;0;1240.0912630896;937.358644625309;950.586946736743;306.440893402041;0
9764;"T1";"H";"2019-08-10";2019;"2019";"8";0.125941136208077;"2019-09-25";8;"8";"9";"2020-10-23";2020;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;260.479547469026;255.014383569697;0;0;0;0;0;0;0
9765;"T1";"M";"2020-06-07";2020;"2020";"6";0.399726214921287;"2020-10-31";9;"9";"10";"2023-12-16";2023;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;526.892177640049;792.207459556619;743.696898279383;0;0;0;0;0
9766;"T1";"L";"2020-07-04";2020;"2020";"7";0.383299110198494;"2020-11-21";9;"9";"11";"2026-09-06";2026;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;650.863036191433;593.229692279741;627.383428414532;510.174045616933;1672.97711472107;0;0;0
9767;"T3";"L";"2013-03-13";2013;"2013";"3";0.399726214921287;"2013-08-06";2;"2";"8";"2025-03-10";2025;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;125.168115763571;966.339121622593;572.135875146228;835.248443846929;1812.46646979038;0;493.090703105489;1102.72647683377;211.80635916929
9768;"T1";"M";"2018-10-24";2018;"2018";"10";0.188911704312115;"2019-01-01";8;"8";"1";"2020-10-30";2020;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1040.38332440676;0;0;0;0;0;0;0;0
9770;"T2";"M";"2019-04-22";2019;"2019";"4";0.145106091718001;"2019-06-14";8;"8";"6";"2022-10-20";2022;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;299.780435675945;0;222.54283468712;670.577885192718;0;0;0;0;0
9771;"T2";"M";"2016-07-17";2016;"2016";"7";0.0054757015742642;"2016-07-19";5;"5";"7";"2019-08-16";2019;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;292.683923522576;0;0;183.569837598307;0;0;0;0;0
9772;"T1";"L";"2012-01-25";2012;"2012";"1";0.0164271047227926;"2012-01-31";1;"1";"1";"2016-01-31";2016;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;151.855177797272;813.963731151485;0;613.349123320017;0;0;0;0;0
9774;"T2";"H";"2013-11-25";2013;"2013";"11";0.0629705681040383;"2013-12-18";2;"2";"12";"2018-07-12";2018;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;12.471183431911;45.5357862651682;1574.112751689;795.140594454209;1654.76662734311;463.177218836798;0;0;0
9775;"T1";"M";"2015-02-15";2015;"2015";"2";0.227241615331964;"2015-05-09";4;"4";"5";"2016-02-22";2016;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;35.3679760452549;200.49445955398;0;0;0;0;0;0;0
9776;"T1";"M";"2017-04-12";2017;"2017";"4";0.0109514031485284;"2017-04-16";6;"6";"4";"2020-03-19";2020;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;519.313280250672;644.41894488987;536.592523235552;777.123092770057;0;0;0;0;0
9777;"T1";"M";"2017-02-09";2017;"2017";"2";0.514715947980835;"2017-08-16";6;"6";"8";"2021-09-28";2021;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;8.3211081142657;485.427041393057;201.411819000968;374.996078654334;0;0;0;0;0
9778;"T1";"H";"2017-02-05";2017;"2017";"2";0.32580424366872;"2017-06-04";6;"6";"6";"2019-06-28";2019;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;425.274754174104;57.5931825491504;426.303522351783;0;0;0;0;0;0
9779;"T3";"H";"2014-06-28";2014;"2014";"6";0.295687885010267;"2014-10-14";3;"3";"10";"2015-05-12";2015;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;17.4042072803105;0;0;0;0;0;0;0;0
9780;"T1";"M";"2019-09-23";2019;"2019";"9";0.199863107460643;"2019-12-05";8;"8";"12";"2020-07-26";2020;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;166.180439698752;551.370484977475;0;0;0;0;0;0;0
9782;"T1";"M";"2012-10-22";2012;"2012";"10";0.0301163586584531;"2012-11-02";1;"1";"11";"2018-07-07";2018;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;408.553579404935;1701.54353298848;70.3943389541382;851.233100233773;654.252348308626;219.298968048236;354.040783647928;0;0
9783;"T1";"M";"2018-03-19";2018;"2018";"3";0.375085557837098;"2018-08-03";7;"7";"8";"2019-12-06";2019;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;66.0324064682454;0;0;0;0;0;0;0;0
9784;"T1";"M";"2018-10-06";2018;"2018";"10";0.109514031485284;"2018-11-15";7;"7";"11";"2021-04-19";2021;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;585.93285049995;575.012608401865;174.9596007289;0;0;0;0;0
9785;"T1";"M";"2012-02-05";2012;"2012";"2";0.462696783025325;"2012-07-23";1;"1";"7";"2013-02-08";2013;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1003.61482699014;0;0;0;0;0;0;0;0
9787;"T1";"M";"2013-07-24";2013;"2013";"7";0.0602327173169062;"2013-08-15";2;"2";"8";"2021-10-31";2021;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;675.11807710575;2257.49755270334;355.433675084552;747.633134277806;1810.97909858859;1407.31888718752;1457.70390443356;793.166648777163;627.402740043418
9788;"T1";"L";"2014-06-28";2014;"2014";"6";0.238193018480493;"2014-09-23";3;"3";"9";"2020-02-03";2020;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;205.40335377783;546.227912300535;522.750681043275;1012.62102696503;2665.98361321204;570.542065319282;0;0;0
9789;"T1";"H";"2019-07-02";2019;"2019";"7";0.199863107460643;"2019-09-13";8;"8";"9";"2026-01-13";2026;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;65.3952858781014;78.6271382764405;135.712096516374;89.7843095116903;344.007338734664;871.667764513383;2441.02928466312;202.782787614391;0
9790;"T2";"M";"2011-09-04";2011;"2011";"9";0.334017796030116;"2012-01-04";1;"1";"1";"2016-02-27";2016;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;69.2124089954938;827.858950812964;780.51157044543;510.17291589642;1173.9381902169;0;0;0;0
9791;"T1";"M";"2013-02-18";2013;"2013";"2";0.0766598220396988;"2013-03-18";2;"2";"3";"2017-07-08";2017;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1853.95502947546;1086.56291378849;316.203479324183;986.314280666231;3501.86534152741;0;0;0;0
9792;"T1";"L";"2018-10-25";2018;"2018";"10";0.0793976728268309;"2018-11-23";7;"7";"11";"2019-06-25";2019;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;99.4887707578587;646.013572941241;0;0;0;0;0;0;0
9793;"T1";"M";"2012-02-20";2012;"2012";"2";0.0355920602327173;"2012-03-04";1;"1";"3";"2018-03-30";2018;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;308.504388468895;0;666.346027935709;435.831097438384;1266.33586080667;1039.20892123821;0;0;0
9796;"T1";"L";"2018-07-22";2018;"2018";"7";0.139630390143737;"2018-09-11";7;"7";"9";"2019-12-14";2019;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;21.0279010619571;116.87220290401;0;0;0;0;0;0;0
9798;"T1";"H";"2020-09-17";2020;"2020";"9";0.210814510609172;"2020-12-03";9;"9";"12";"2021-03-19";2021;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;112.945591016551;0;0;0;0;0;0;0;0
9800;"T1";"L";"2011-10-28";2011;"2011";"10";0.183436002737851;"2012-01-03";1;"1";"1";"2016-10-17";2016;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;639.200973894801;43.0487120397713;1132.44924111107;0;0;0;0;0;0
9801;"T1";"M";"2017-10-01";2017;"2017";"10";0.109514031485284;"2017-11-10";6;"6";"11";"2020-10-23";2020;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;268.58783820852;15.3745601862321;1146.65060392935;0;0;0;0;0
9802;"T1";"M";"2015-12-09";2015;"2015";"12";0.432580424366872;"2016-05-15";5;"5";"5";"2020-12-10";2020;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;69.9681481268524;108.839597096843;28.373839490552;232.563854085939;14101.4379628237;0;0;0;0
9803;"T2";"M";"2017-09-27";2017;"2017";"9";0.394250513347023;"2018-02-18";7;"7";"2";"2021-09-24";2021;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;547.327908178284;1801.65843728812;0;409.103909403254;0;0;0;0;0
9804;"T1";"L";"2018-10-22";2018;"2018";"10";0.0054757015742642;"2018-10-24";7;"7";"10";"2021-01-26";2021;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;653.579932098449;233.521054614311;2778.84490331239;0;0;0;0;0;0
9805;"T1";"M";"2017-09-08";2017;"2017";"9";0.0136892539356605;"2017-09-13";6;"6";"9";"2021-07-10";2021;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;83.4535762132604;27.2906502718322;0;502.973903814885;0;0;0;0;0
9807;"T3";"L";"2018-11-24";2018;"2018";"11";0.350444900752909;"2019-04-01";8;"8";"4";"2028-01-29";2028;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;188.96725677293;248.576964234635;622.96989692305;191.328450921757;436.005781915815;592.471884348416;0;0;88.8375096889976
9808;"T3";"L";"2016-08-15";2016;"2016";"8";0.125941136208077;"2016-09-30";5;"5";"9";"2025-08-23";2025;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;39.6292379096497;250.564854151051;307.515774126368;0;739.775036682388;0;0;178.017485903866;3701.78271291147
9810;"T1";"L";"2013-09-19";2013;"2013";"9";0.0164271047227926;"2013-09-25";2;"2";"9";"2014-08-13";2014;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;97.9619680446268;0;0;0;0;0;0;0
9811;"T3";"L";"2016-09-17";2016;"2016";"9";0.657084188911704;"2017-05-15";6;"6";"5";"2018-07-10";2018;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;61.5134603015861;0;0;0;0;0;0;0;0
9812;"T1";"H";"2012-05-26";2012;"2012";"5";0.298425735797399;"2012-09-12";1;"1";"9";"2017-05-19";2017;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;809.463555101247;2266.70352181186;2857.72857065737;649.473993747294;1062.1469274934;3066.55410456021;0;0;0
9814;"T3";"L";"2011-09-23";2011;"2011";"9";0.511978097193703;"2012-03-28";1;"1";"3";"2015-03-21";2015;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;132.419470637015;0;775.607244802168;0;0;0;0;0;0
9815;"T3";"M";"2016-06-24";2016;"2016";"6";0.610540725530459;"2017-02-02";6;"6";"2";"2018-08-14";2018;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1446.12835405928;1276.88915985848;0;0;0;0;0;0;0
9816;"T1";"H";"2014-07-26";2014;"2014";"7";0.147843942505133;"2014-09-18";3;"3";"9";"2014-12-14";2014;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;61.6819516609068;0;0;0;0;0;0;0;0
9817;"T2";"M";"2013-03-27";2013;"2013";"3";0.733744010951403;"2013-12-20";2;"2";"12";"2014-11-20";2014;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;120.287743046545;0;0;0;0;0;0;0;0
9818;"T1";"L";"2015-08-13";2015;"2015";"8";0.0246406570841889;"2015-08-22";4;"4";"8";"2027-04-17";2027;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;225.578643754006;144.145040438632;1772.56562295318;778.277884565121;1239.60555669556;1905.67720681647;1046.05195549069;202.550881016705;8580.98603581111
9820;"T1";"L";"2018-06-21";2018;"2018";"6";0.0985626283367557;"2018-07-27";7;"7";"7";"2020-09-22";2020;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;457.555868980374;50.7766975906014;976.288826117768;0;0;0;0;0;0
9821;"T2";"M";"2014-05-01";2014;"2014";"5";0.161533196440794;"2014-06-29";3;"3";"6";"2015-01-03";2015;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;199.125354693186;0;0;0;0;0;0;0;0
9823;"T1";"M";"2020-03-19";2020;"2020";"3";0.0985626283367557;"2020-04-24";9;"9";"4";"2020-11-09";2020;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;871.867303508849;0;0;0;0;0;0;0;0
9824;"T1";"L";"2017-12-30";2017;"2017";"12";0.334017796030116;"2018-05-01";7;"7";"5";"2018-06-23";2018;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9828;"T2";"M";"2014-12-19";2014;"2014";"12";0.134154688569473;"2015-02-06";4;"4";"2";"2015-05-16";2015;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;59.4849364808476;0;0;0;0;0;0;0;0
9830;"T2";"L";"2019-04-06";2019;"2019";"4";0.605065023956194;"2019-11-13";8;"8";"11";"2023-10-12";2023;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;221.826732224156;1385.06143985044;143.213360573701;599.28938130274;0;0;0;0;0
9831;"T3";"M";"2018-08-04";2018;"2018";"8";1.1170431211499;"2019-09-16";8;"8";"9";"2020-12-19";2020;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;56.2155991332636;685.518218650625;0;0;0;0;0;0;0
9832;"T3";"M";"2018-10-04";2018;"2018";"10";0.344969199178645;"2019-02-07";8;"8";"2";"2022-01-17";2022;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;71.8076315744655;1454.6728917891;503.786749840417;0;0;0;0;0;0
9833;"T1";"M";"2018-05-16";2018;"2018";"5";0.0355920602327173;"2018-05-29";7;"7";"5";"2018-07-07";2018;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9836;"T1";"L";"2014-11-20";2014;"2014";"11";0.0219028062970568;"2014-11-28";3;"3";"11";"2018-01-04";2018;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1623.68295332579;4980.33389134921;712.074544723058;0;0;0;0;0
9837;"T2";"M";"2019-12-26";2019;"2019";"12";0.194387405886379;"2020-03-06";9;"9";"3";"2026-09-12";2026;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1569.18687192175;0;0;0;687.508139764414;1500.21232084584;255.717366832898;0;0
9838;"T1";"M";"2015-12-28";2015;"2015";"12";0.328542094455852;"2016-04-26";5;"5";"4";"2016-11-20";2016;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;348.748351205199;0;0;0;0;0;0;0;0
9839;"T3";"L";"2018-02-23";2018;"2018";"2";0.54757015742642;"2018-09-11";7;"7";"9";"2021-02-22";2021;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1615.4866755271;0;0;349.239828204611;0;0;0;0;0
9840;"T1";"L";"2018-11-05";2018;"2018";"11";0.0054757015742642;"2018-11-07";7;"7";"11";"2019-11-17";2019;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;333.708177527657;545.196852663588;0;0;0;0;0;0;0
9841;"T1";"L";"2018-05-27";2018;"2018";"5";0.158795345653662;"2018-07-24";7;"7";"7";"2020-04-15";2020;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;2895.22114132491;0;0;0;0;0;0;0
9842;"T1";"H";"2016-04-18";2016;"2016";"4";0.284736481861739;"2016-07-31";5;"5";"7";"2017-02-01";2017;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;149.208932360553;326.979461066737;0;0;0;0;0;0;0
9843;"T1";"L";"2016-09-24";2016;"2016";"9";0.525667351129363;"2017-04-04";6;"6";"4";"2018-08-21";2018;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;68.0062660685005;101.591504602858;0;0;0;0;0;0;0
